ats,board_token,company_name,company_domain,hq_country,japan_hiring_evidence,source_url
lever,360learning,360Learning,360learning.com,FR,Surfaced on a Japanese-language remote-role search,https://jobs.lever.co/360learning
lever,bazaarvoice,Bazaarvoice,bazaarvoice.com,US,Senior Developer Advocate with APAC regional offices,https://jobs.lever.co/bazaarvoice
lever,clovirtualfashion,CLO Virtual Fashion,clo3d.com,KR,Surfaced on a Tokyo/Japan retail-fashion search,https://jobs.lever.co/clovirtualfashion
lever,larian,Larian Studios,larian.com,BE,Surfaced on a Japan game-studio/localization search,https://jobs.lever.co/larian
lever,provectus,Provectus,provectus.com,US,Surfaced on a Tokyo enterprise-consulting search,https://jobs.lever.co/provectus
lever,octoenergy,Octopus Energy Group,octopus.energy,GB,Group operates a Japan business,https://jobs.lever.co/octoenergy
lever,smartly.io,Smartly,smartly.io,FI,Surfaced on a Tokyo bilingual customer-success search,https://jobs.lever.co/smartly.io
lever,spreetail,Spreetail,spreetail.com,US,Surfaced on a Japan e-commerce/logistics search,https://jobs.lever.co/spreetail
lever,dnb,Dun and Bradstreet,dnb.com,US,Surfaced on a Tokyo legal/regulatory-compliance search,https://jobs.lever.co/dnb
lever,wepclinical,WEP Clinical,wepclinical.com,GB,Surfaced on a Tokyo/Japan clinical and pharma search,https://jobs.lever.co/wepclinical
lever,alimentiv-2,Alimentiv,alimentiv.com,CA,Surfaced on a Tokyo/Japan clinical search,https://jobs.lever.co/alimentiv-2
lever,chooose,Chooose,chooose.today,NO,Surfaced on a Japan engineer/remote search,https://jobs.lever.co/chooose
lever,3pillarglobal,3Pillar Global,3pillarglobal.com,US,Surfaced on a Tokyo/Japan new-grad search,https://jobs.lever.co/3pillarglobal
lever,sonarsource,Sonar,sonarsource.com,CH,Surfaced on a Tokyo enterprise-sales search,https://jobs.lever.co/sonarsource
lever,tri,Toyota Research Institute,tri.global,US,Toyota-group AI lab; surfaced on a Tokyo AI/ML search,https://jobs.lever.co/tri
lever_eu,prosus,Prosus,prosus.com,NL,EU board surfaced on a Tokyo/Japan hybrid-role search,https://jobs.eu.lever.co/prosus
lever,moonpay,MoonPay,moonpay.com,US,INFERRED: global crypto payments firm with Japan market activity,https://jobs.lever.co/moonpay
lever,certik,CertiK,certik.com,US,INFERRED: Web3 security firm with APAC coverage,https://jobs.lever.co/certik
lever,1inch,1inch,1inch.io,CH,"INFERRED: global DeFi team, remote APAC",https://jobs.lever.co/1inch
lever,offchainlabs,Offchain Labs,offchainlabs.com,US,INFERRED: Arbitrum team with a Japan ecosystem presence,https://jobs.lever.co/offchainlabs
lever,coins,Coins.ph,coins.ph,PH,INFERRED: SEA/APAC crypto exchange,https://jobs.lever.co/coins
lever,GoToGroup,GoTo Group,gotocompany.com,ID,INFERRED: surfaced on APAC fintech and Japan/Tokyo searches,https://jobs.lever.co/GoToGroup
lever,trunkio,Trunk.io,trunk.io,US,INFERRED: surfaced on an APAC/Japan devrel search,https://jobs.lever.co/trunkio
lever,zeta,Zeta,zeta.tech,IN,INFERRED: surfaced on a Tokyo fintech search,https://jobs.lever.co/zeta
lever,quantco,QuantCo,quantco.com,DE,INFERRED: surfaced on a quant/Tokyo search,https://jobs.lever.co/quantco
